ma_id,review_id,audit_score,consistency_score,robustness_score,stability_score,power_score,final_score,grade,grade_label,percentile_rank
CD014999_pub2_data__A4,CD014999,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD014999_pub2_data__A3,CD014999,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013468_pub2_data__A1,CD013468,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD015526_pub2_data__A1,CD015526,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD014965_pub2_data__A3,CD014965,76.0,30.0,40.0,99.7,75.0,64,C,Caution Advised,48.8
CD015530_pub2_data__A7,CD015530,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015530_pub2_data__A6,CD015530,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015530_pub2_data__A4,CD015530,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015530_pub2_data__A10,CD015530,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015123_pub2_data__A6,CD015123,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015123_pub2_data__A5,CD015123,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015123_pub2_data__A4,CD015123,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD001396_pub4_data__A13,CD001396,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD001396_pub4_data__A12,CD001396,72.0,100.0,50.0,0.3,100.0,64,C,Caution Advised,48.8
CD008995_pub3_data__A2,CD008995,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015123_pub2_data__A10,CD015123,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD014755_pub2_data__A1,CD014755,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD012609_pub2_data__A6,CD012609,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD012594_pub2_data__A1,CD012594,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD014741_pub2_data__A6,CD014741,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A41,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A40,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A37,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD015252_pub2_data__A2,CD015252,92.0,80.0,30.0,44.0,75.0,64,C,Caution Advised,48.8
CD015229_pub2_data__A6,CD015229,32.0,100.0,40.0,99.7,50.0,64,C,Caution Advised,48.8
CD012693_pub3_data__A5,CD012693,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD010861_pub3_data__A9,CD010861,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD010861_pub3_data__A8,CD010861,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013303_pub2_data__A12,CD013303,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013810_pub2_data__A12,CD013810,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013810_pub2_data__A1,CD013810,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD014769_pub2_data__A20,CD014769,84.0,100.0,30.0,3.7,100.0,64,C,Caution Advised,48.8
CD014769_pub2_data__A12,CD014769,84.0,100.0,30.0,3.7,100.0,64,C,Caution Advised,48.8
CD015219_pub2_data__A8,CD015219,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A49,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A48,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A31,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013462_pub3_data__A4,CD013462,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD013462_pub3_data__A2,CD013462,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD015530_pub2_data__A8,CD015530,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013707_pub2_data__A10,CD013707,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A24,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A23,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A12,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A33,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008973_pub3_data__A5,CD008973,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A3,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A27,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A26,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD012429_pub2_data__A26,CD012429,92.0,100.0,70.0,33.7,25.0,64,C,Caution Advised,48.8
CD014802_pub2_data__A1,CD014802,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015711_pub2_data__A5,CD015711,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015701_pub2_data__A6,CD015701,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015701_pub2_data__A4,CD015701,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD003519_pub5_data__A15,CD003519,92.0,100.0,80.0,0.1,50.0,64,C,Caution Advised,48.8
CD003962_pub3_data__A15,CD003962,100.0,100.0,40.0,6.5,75.0,64,C,Caution Advised,48.8
CD012503_pub3_data__A1,CD012503,84.0,100.0,30.0,7.2,100.0,64,C,Caution Advised,48.8
CD012429_pub2_data__A25,CD012429,92.0,100.0,70.0,33.7,25.0,64,C,Caution Advised,48.8
CD012429_pub2_data__A24,CD012429,92.0,100.0,70.0,33.7,25.0,64,C,Caution Advised,48.8
CD013303_pub2_data__A14,CD013303,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A9,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A8,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A7,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A6,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A5,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A4,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A3,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A2,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A5,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015432_pub2_data__A9,CD015432,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD015432_pub2_data__A14,CD015432,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A21,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A20,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A2,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A7,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A4,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD009752_pub3_data__A12,CD009752,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A11,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A10,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013329_pub2_data__A1,CD013329,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD013303_pub2_data__A23,CD013303,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013332_pub2_data__A2,CD013332,92.0,100.0,30.0,0.4,100.0,64,C,Caution Advised,48.8
CD013331_pub2_data__A5,CD013331,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A26,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A24,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A23,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013303_pub2_data__A16,CD013303,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD002203_pub5_data__A2,CD002203,92.0,100.0,30.0,0.4,100.0,64,C,Caution Advised,48.8
CD016001_data__A23,CD016001,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD016002_data__A22,CD016002,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD016002_data__A21,CD016002,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD012335_pub2_data__A8,CD012335,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD011624_pub3_data__A4,CD011624,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD007079_pub4_data__A5,CD007079,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD015532_data__A12,CD015532,60.0,100.0,20.0,67.4,75.0,64,C,Caution Advised,48.8
CD015530_pub2_data__A9,CD015530,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD002243_pub5_data__A14,CD002243,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A23,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD009752_pub3_data__A5,CD009752,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A2,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A13,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A11,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A7,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A6,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015145_pub2_data__A16,CD015145,44.0,100.0,50.0,53.0,75.0,64,C,Caution Advised,48.8
CD013342_pub2_data__A5,CD013342,92.0,100.0,30.0,0.4,100.0,64,C,Caution Advised,48.8
CD012152_pub4_data__A5,CD012152,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD014820_pub2_data__A9,CD014820,92.0,100.0,30.0,0.5,100.0,64,C,Caution Advised,48.8
CD014820_pub2_data__A8,CD014820,92.0,100.0,30.0,0.5,100.0,64,C,Caution Advised,48.8
CD014820_pub2_data__A7,CD014820,92.0,100.0,30.0,0.5,100.0,64,C,Caution Advised,48.8
CD014820_pub2_data__A6,CD014820,92.0,100.0,30.0,0.5,100.0,64,C,Caution Advised,48.8
CD014820_pub2_data__A10,CD014820,92.0,100.0,30.0,0.5,100.0,64,C,Caution Advised,48.8
CD014802_pub2_data__A8,CD014802,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD012152_pub4_data__A19,CD012152,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD012152_pub4_data__A14,CD012152,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD016002_data__A20,CD016002,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD016002_data__A19,CD016002,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD014802_pub2_data__A12,CD014802,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD003962_pub3_data__A1,CD003962,64.0,100.0,50.0,6.5,100.0,64,C,Caution Advised,48.8
CD012152_pub4_data__A12,CD012152,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD012152_pub4_data__A1,CD012152,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD001396_pub4_data__A8,CD001396,72.0,100.0,50.0,0.3,100.0,64,C,Caution Advised,48.8
CD006140_pub3_data__A9,CD006140,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD006140_pub3_data__A8,CD006140,72.0,100.0,50.0,0.3,100.0,64,C,Caution Advised,48.8
CD003451_pub3_data__A2,CD003451,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD015592_pub3_data__A2,CD015592,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013358_pub2_data__A14,CD013358,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013358_pub2_data__A13,CD013358,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013358_pub2_data__A1,CD013358,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD015588_pub2_data__A54,CD015588,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD015145_pub2_data__A12,CD015145,44.0,100.0,50.0,53.0,75.0,64,C,Caution Advised,48.8
CD015145_pub2_data__A10,CD015145,44.0,100.0,50.0,53.0,75.0,64,C,Caution Advised,48.8
CD013445_pub2_data__A10,CD013445,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD014937_pub2_data__A22,CD014937,72.0,100.0,50.0,0.1,100.0,64,C,Caution Advised,48.8
CD014937_pub2_data__A21,CD014937,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD014937_pub2_data__A19,CD014937,72.0,100.0,50.0,0.1,100.0,64,C,Caution Advised,48.8
CD014937_pub2_data__A17,CD014937,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A10,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008873_pub5_data__A1,CD008873,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008771_pub3_data__A7,CD008771,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015584_pub2_data__A5,CD015584,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD006182_pub3_data__A2,CD006182,84.0,100.0,30.0,5.7,100.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A19,CD012067,92.0,100.0,80.0,0.3,50.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A18,CD012067,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A17,CD012067,72.0,100.0,50.0,0.3,100.0,64,C,Caution Advised,48.8
CD012079_pub2_data__A18,CD012079,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD012079_pub2_data__A17,CD012079,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A5,CD012067,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD012152_pub4_data__A13,CD012152,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD010861_pub3_data__A3,CD010861,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD013729_pub2_data__A4,CD013729,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013729_pub2_data__A3,CD013729,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013729_pub2_data__A2,CD013729,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A14,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A13,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A12,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A7,CD011806,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A6,CD011806,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A4,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A8,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008771_pub3_data__A14,CD008771,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD016064_data__A3,CD016064,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD016064_data__A2,CD016064,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD016064_data__A1,CD016064,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD016058_pub2_data__A7,CD016058,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD016058_pub2_data__A6,CD016058,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A4,CD012067,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A3,CD012067,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A2,CD012067,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD013763_pub3_data__A8,CD013763,84.0,80.0,80.0,0.4,75.0,64,C,Caution Advised,48.8
CD013763_pub3_data__A14,CD013763,92.0,100.0,80.0,0.4,50.0,64,C,Caution Advised,48.8
CD013377_pub2_data__A4,CD013377,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD007388_pub3_data__A15,CD007388,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD007388_pub3_data__A11,CD007388,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD007388_pub3_data__A10,CD007388,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD007388_pub3_data__A8,CD007388,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD014889_pub2_data__A1,CD014889,92.0,100.0,80.0,0.3,50.0,64,C,Caution Advised,48.8
CD015584_pub2_data__A4,CD015584,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD010145_pub2_data__A17,CD010145,84.0,100.0,70.0,39.5,25.0,64,C,Caution Advised,48.8
CD006273_pub4_data__A1,CD006273,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A6,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD012067_pub3_data__A10,CD012067,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD016064_data__A7,CD016064,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD016064_data__A6,CD016064,92.0,100.0,30.0,0.2,100.0,64,C,Caution Advised,48.8
CD004736_pub6_data__A16,CD004736,92.0,100.0,30.0,0.3,100.0,64,C,Caution Advised,48.8
CD009752_pub3_data__A14,CD009752,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD013421_pub2_data__A1,CD013421,72.0,100.0,50.0,0.1,100.0,64,C,Caution Advised,48.8
CD010145_pub2_data__A16,CD010145,84.0,100.0,70.0,39.5,25.0,64,C,Caution Advised,48.8
CD014891_pub2_data__A2,CD014891,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A5,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A4,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A3,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A2,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A1,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008493_pub5_data__A5,CD008493,92.0,100.0,30.0,0.4,100.0,64,C,Caution Advised,48.8
CD008628_pub3_data__A1,CD008628,72.0,100.0,10.0,60.9,75.0,64,C,Caution Advised,48.8
CD014889_pub2_data__A4,CD014889,92.0,100.0,80.0,0.3,50.0,64,C,Caution Advised,48.8
CD008771_pub3_data__A13,CD008771,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD008771_pub3_data__A12,CD008771,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD010145_pub2_data__A10,CD010145,92.0,100.0,40.0,39.5,50.0,64,C,Caution Advised,48.8
CD010856_pub3_data__A8,CD010856,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008552_pub8_data__A7,CD008552,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD008709_pub4_data__A5,CD008709,56.0,100.0,20.0,46.4,100.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A2,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD011806_pub2_data__A19,CD011806,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD014891_pub2_data__A1,CD014891,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD008709_pub4_data__A19,CD008709,72.0,100.0,0.0,46.4,100.0,64,C,Caution Advised,48.8
CD009752_pub3_data__A17,CD009752,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD009752_pub3_data__A7,CD009752,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015517_data__A4,CD015517,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD010163_pub3_data__A3,CD010163,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD015495_data__A2,CD015495,72.0,100.0,0.0,50.0,100.0,64,C,Caution Advised,48.8
CD004406_pub6_data__A6,CD004406,100.0,100.0,40.0,3.4,75.0,64,C,Caution Advised,48.8
CD004406_pub6_data__A4,CD004406,76.0,100.0,40.0,3.4,100.0,64,C,Caution Advised,48.8
CD015038_pub2_data__A13,CD015038,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD015084_pub2_data__A1,CD015084,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD015066_pub2_data__A2,CD015066,84.0,100.0,60.0,50.0,25.0,64,C,Caution Advised,48.8
CD016168_data__A6,CD016168,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD016168_data__A2,CD016168,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD010001_pub4_data__A5,CD010001,72.0,100.0,50.0,0.3,100.0,64,C,Caution Advised,48.8
CD010001_pub4_data__A2,CD010001,72.0,100.0,50.0,0.3,100.0,64,C,Caution Advised,48.8
CD000547_pub3_data__A3,CD000547,92.0,100.0,30.0,0.1,100.0,64,C,Caution Advised,48.8
CD009752_pub3_data__A8,CD009752,92.0,100.0,30.0,50.0,50.0,64,C,Caution Advised,48.8
CD004992_pub4_data__A7,CD004992,92.0,100.0,30.0,68.5,25.0,63,C,Caution Advised,44.7
CD004992_pub4_data__A8,CD004992,92.0,100.0,30.0,68.5,25.0,63,C,Caution Advised,44.7
CD015331_pub2_data__A44,CD015331,76.0,100.0,40.0,0.7,100.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A11,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A13,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A15,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A17,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A18,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A20,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD007872_pub4_data__A21,CD007872,84.0,100.0,80.0,25.2,25.0,63,C,Caution Advised,44.7
CD009508_pub2_data__A2,CD009508,84.0,100.0,30.0,0.1,100.0,63,C,Caution Advised,44.7
CD011305_pub3_data__A18,CD011305,84.0,100.0,60.0,47.2,25.0,63,C,Caution Advised,44.7
CD004406_pub6_data__A2,CD004406,64.0,100.0,50.0,3.4,100.0,63,C,Caution Advised,44.7
CD009244_pub3_data__A3,CD009244,84.0,100.0,30.0,50.0,50.0,63,C,Caution Advised,44.7
CD010145_pub2_data__A9,CD010145,84.0,100.0,40.0,39.5,50.0,63,C,Caution Advised,44.7
CD013590_pub2_data__A7,CD013590,100.0,100.0,40.0,0.7,75.0,63,C,Caution Advised,44.7
CD013590_pub2_data__A9,CD013590,100.0,100.0,40.0,0.7,75.0,63,C,Caution Advised,44.7
CD006404_pub5_data__A4,CD006404,72.0,100.0,40.0,0.8,100.0,63,C,Caution Advised,44.7
CD007130_pub5_data__A4,CD007130,84.0,100.0,30.0,1.7,100.0,63,C,Caution Advised,44.7
CD007130_pub5_data__A5,CD007130,84.0,100.0,30.0,1.7,100.0,63,C,Caution Advised,44.7
CD010145_pub2_data__A13,CD010145,84.0,100.0,40.0,39.5,50.0,63,C,Caution Advised,44.7
CD006475_pub3_data__A1,CD006475,84.0,100.0,30.0,0.2,100.0,63,C,Caution Advised,44.7
CD008628_pub3_data__A10,CD008628,72.0,100.0,30.0,60.9,50.0,63,C,Caution Advised,44.7
CD016119_data__A10,CD016119,100.0,100.0,40.0,1.5,75.0,63,C,Caution Advised,44.7
CD016119_data__A2,CD016119,100.0,100.0,40.0,1.5,75.0,63,C,Caution Advised,44.7
CD014872_pub2_data__A2,CD014872,84.0,100.0,30.0,1.3,100.0,63,C,Caution Advised,44.7
CD014872_pub2_data__A1,CD014872,84.0,100.0,30.0,1.3,100.0,63,C,Caution Advised,44.7
CD012079_pub2_data__A14,CD012079,84.0,100.0,30.0,0.1,100.0,63,C,Caution Advised,44.7
CD016064_data__A8,CD016064,84.0,100.0,30.0,0.2,100.0,63,C,Caution Advised,44.7
CD010145_pub2_data__A7,CD010145,84.0,100.0,40.0,39.5,50.0,63,C,Caution Advised,44.7
CD010145_pub2_data__A8,CD010145,84.0,100.0,40.0,39.5,50.0,63,C,Caution Advised,44.7
CD015584_pub2_data__A2,CD015584,64.0,100.0,50.0,0.1,100.0,63,C,Caution Advised,44.7
CD014889_pub2_data__A2,CD014889,84.0,100.0,80.0,0.3,50.0,63,C,Caution Advised,44.7
CD007388_pub3_data__A7,CD007388,84.0,100.0,30.0,50.0,50.0,63,C,Caution Advised,44.7
CD015145_pub2_data__A7,CD015145,80.0,100.0,30.0,53.0,50.0,63,C,Caution Advised,44.7
CD006475_pub3_data__A3,CD006475,84.0,100.0,30.0,0.2,100.0,63,C,Caution Advised,44.7
